[(132, 'Pan-Island Expressway'),
 (6, 'Tampines Avenue 12'),
 (6, 'Tagore Lane'),
 (6, 'Sungai Johor Bridge'),
 (6, 'Stadium Way'),
 (6, 'Stadium Drive'),
 (6, 'Sri Alam West Interchange'),
 (6, 'Sri Alam East Interchange'),
 (6, 'Shelford Road'),
 (6, 'Sentul Crescent'),
 (6, 'Sekolah Indo Global'),
 (6, 'Saint Martin Lane'),
 (6, 'SMK Dato Jaafar'),
 (6, 'SBST Bedok North Depot'),
 (6, 'Rochester Park'),
 (6, 'Republic Avenue'),
 (6, 'Raffles Avenue'),
 (6, 'Pulau Ubin'),
 (6, 'Ponggol Seventeenth Avenue'),
 (6, 'Plentong Interchange'),
 (6, 'Perumahan Citra Mas'),
 (6, 'Persiaran Nusa Perintis'),
 (6, 'Permata Bandara'),
 (6, 'Permas Jaya Interchange'),
 (6, 'Penang Road'),
 (6, 'Pekan Nenas'),
 (6, 'Pasir Ris Drive 8'),
 (6, 'Pandan Road'),
 (6, 'Orchard Boulevard'),
 (6, 'Orange Grove Road'),
 (6, 'Norfolk Road'),
 (6, 'Nicoll Drive'),
 (6, 'Neil Road'),
 (6, 'Nanyang Drive'),
 (6, 'Mount Rosie Road'),
 (6, 'Mayfair Gardens'),
 (6, 'Maxwell Road'),
 (6, 'Marina Link'),
 (6, 'Lornie Viaduct'),
 (6, 'Lentor Interchange'),
 (6, 'Legoland Malaysia Interchange'),
 (6, 'Lebuhraya Tanjung Pelapas'),
 (6, u'Lebuhraya Senai\u2013Desaru'),
 (6, 'Lebuhraya Persiaran Pantai Johor Bahru-Nusajaya'),
 (6, 'Lavender Street'),
 (6, 'Kim Keat Link'),
 (6, 'Kent Ridge Drive'),
 (6, 'Kempas-Pasir Gudang Highway Interchange'),
 (6, 'Jurong West Street 75'),
 (6, 'Jurong West Street 61'),
 (6, 'Jurong Road'),
 (6, 'Jurong Port Road'),
 (6, 'Jurong Pier Circus'),
 (6, 'Jurong East Street 11'),
 (6, 'Jl.Trans Barelang'),
 (6, 'Jl.Engku Putri'),
 (6, 'Jervois Road'),
 (6, 'Jalan Tenang'),
 (6, 'Jalan Tembusu'),
 (6, 'Jalan Tan Tock Seng'),
 (6, 'Jalan Storey'),
 (6, 'Jalan Senyum'),
 (6, 'Jalan Samulun'),
 (6, 'Jalan Putra'),
 (6, 'Jalan Pontian Lama'),
 (6, 'Jalan Persiaran Bukit Kempas'),
 (6, 'Jalan Lawa'),
 (6, 'Jalan Kenyalang'),
 (6, 'Jalan Kangkar Pulai'),
 (6, 'Jalan Johor Jaya'),
 (6, 'Jalan Jati'),
 (6, 'Jalan Harimau'),
 (6, 'Jalan Hang Tuah'),
 (6, 'Jalan Desa Jaya'),
 (6, 'Jalan Delima'),
 (6, 'Jalan Dato Sulaiman'),
 (6, 'Jalan Chempaka Kuning'),
 (6, 'Jalan Cengal'),
 (6, 'Jalan Bunga Orkid'),
 (6, 'Jalan Bukit Impian'),
 (6, 'Hang Nadim Vip Airpot'),
 (6, 'Geylang Bahru'),
 (6, 'Gambas Cresent'),
 (6, 'Field'),
 (6, 'Eng Neo Avenue'),
 (6, 'Edgedale Plains'),
 (6, 'Eastwood Way'),
 (6, 'Eastwood Road'),
 (6, 'East Coast Avenue'),
 (6, 'Driving Range'),
 (6, 'Danga Bay Interchange'),
 (6, 'Corporation Drive'),
 (6, 'Coastal Park Connector'),
 (6, 'Cluster Puri Legenda'),
 (6, 'Clementi Loop'),
 (6, 'Circle Line MRT'),
 (6, 'Choa Chu Kang Road'),
 (6, 'Chestnut Drive'),
 (6, 'Cairnhill Circle'),
 (6, 'CIQ (Motorcycles and Bicycles)'),
 (6, 'CIQ (Motorcycle)'),
 (6, 'Buangkok East Drive'),
 (6, 'Blk 82'),
 (6, 'Blk 80'),
 (6, 'Blk 79'),
 (6, 'Blk 57'),
 (6, 'Blk 41'),
 (6, 'Blk 39'),
 (6, 'Blk 36'),
 (6, 'Blk 33'),
 (6, 'Blk 32'),
 (6, 'Blk 24'),
 (6, 'Blk 133'),
 (6, 'Blk 132'),
 (6, 'Blk 131'),
 (6, 'Blk 126'),
 (6, 'Blk 124'),
 (6, 'Blk 123'),
 (6, 'Blk 120'),
 (6, 'Blk 11'),
 (6, 'Beo Cresent'),
 (6, 'Bencoolen Street'),
 (6, 'Bedok Road'),
 (6, 'Bedok Ria Cresent'),
 (6, 'Bartley Road'),
 (6, 'Bakar Batu Interchange'),
 (6, 'Ayer Rajah Crescent'),
 (6, 'Ayer Rajah Avenue'),
 (6, 'Anson Road'),
 (6, 'Ang Mo Kio Avenue 9'),
 (6, 'Ang Mo Kio Avenue 10'),
 (6, 'Andrew Road'),
 (6, '85'),
 (6, '721'),
 (6, '719'),
 (6, '718'),
 (6, '717'),
 (6, '716'),
 (6, '715'),
 (6, '714'),
 (6, '713'),
 (6, '712'),
 (6, '711'),
 (6, '710'),
 (6, '709'),
 (6, '706'),
 (6, '703'),
 (6, '702'),
 (6, '644'),
 (6, '643'),
 (6, '641'),
 (6, '638'),
 (6, '637'),
 (6, '636'),
 (6, '634'),
 (6, '632'),
 (6, '628'),
 (6, '621'),
 (6, '58'),
 (6, '56'),
 (6, '550'),
 (6, '547'),
 (6, '546'),
 (6, '542'),
 (6, '541'),
 (6, '540'),
 (6, '539'),
 (6, '534'),
 (6, '533'),
 (6, '532'),
 (6, '527'),
 (6, '525'),
 (6, '523'),
 (6, '521'),
 (6, '517'),
 (6, '510'),
 (6, '508'),
 (6, '507'),
 (6, '501'),
 (6, '418'),
 (6, '415'),
 (6, '414'),
 (6, '413'),
 (6, '411'),
 (6, '407'),
 (6, '335'),
 (6, '331'),
 (6, '327'),
 (6, '325'),
 (6, '320'),
 (6, '306'),
 (6, '305'),
 (6, '267'),
 (6, '265'),
 (6, '263'),
 (6, '261'),
 (6, '258'),
 (6, '252'),
 (6, '243'),
 (6, '228'),
 (6, '227'),
 (6, '224'),
 (6, '223'),
 (6, '221'),
 (6, '190'),
 (6, '174'),
 (6, '173'),
 (6, '170'),
 (6, '160'),
 (6, '159'),
 (6, '156'),
 (6, '155'),
 (6, '154'),
 (6, '153'),
 (6, '152'),
 (6, '150'),
 (6, '147'),
 (5, 'raffles hall'),
 (5, 'jalan kebun teh lama'),
 (5, 'Yishun Temporary Bus Interchange'),
 (5, 'Woodlands Loop'),
 (5, 'West Coast Link'),
 (5, 'West Coast Ferry Road'),
 (5, 'Vista Exchange Green'),
 (5, 'Upper Cross Street'),
 (5, 'Ulu Pandan Road'),
 (5, 'Tuas South Avenue 8'),
 (5, 'Tuas South Avenue 4'),
 (5, 'Tuas South Avenue 3'),
 (5, 'Toh Tuck Road'),
 (5, 'Toh Guan Road East'),
 (5, 'Toh Crescent'),
 (5, 'ThePeak@Balmeg'),
 (5, 'Tembesi'),
 (5, 'Tech Park Crescent'),
 (5, 'Tampines Street 31'),
 (5, 'Tampines Street 21'),
 (5, 'Tampines Central 8'),
 (5, 'Tampines Bus Interchange'),
 (5, 'Tampines Avenue 6'),
 (5, 'Tamarind Road'),
 (5, 'Taman Bedok'),
 (5, 'T3 Arrival Drive'),
 (5, 'Syed Alwi Road'),
 (5, 'Super Group of Companies'),
 (5, 'Stadium Walk'),
 (5, 'Stadium Boulevard'),
 (5, "St Andrew's Road"),
 (5, 'Sports Complex'),
 (5, 'South Perimeter Road'),
 (5, 'Soon Lee Drive'),
 (5, 'Sixth Avenue'),
 (5, 'Shipyard Road'),
 (5, 'Senoko Drive'),
 (5, 'Senai Airport Highway'),
 (5, 'Sekolah Harmoni'),
 (5, 'Sekolah Agama Bersepadu'),
 (5, 'Seah Im Road'),
 (5, 'Science Centre Road'),
 (5, 'Sakra Road'),
 (5, 'Sagulung'),
 (5, 'SK Angkatan Tentera'),
 (5, 'SCAL Recreation Centre'),
 (5, 'SBST Bukit Batok Depot'),
 (5, 'SBST Ang Mo Kio Depot'),
 (5, 'Redhill Close'),
 (5, 'Pusat Kegiatan Guru Majidee'),
 (5, 'Purajaya Beach Resort'),
 (5, 'Punggol West Flyover'),
 (5, 'Promenade Clarke Quay'),
 (5, 'Potong Pasir Avenue 1'),
 (5, 'Port of Tanjung Pelepas Highway'),
 (5, 'Port Road'),
 (5, 'Pioneer Sector 1'),
 (5, 'Petron'),
 (5, 'Persiaran Jaya Putra'),
 (5, 'Persiaran Indahpura'),
 (5, 'Pemimpin Place'),
 (5, 'Pasir Ris Park Connector'),
 (5, 'Paradise Island'),
 (5, 'Pandan Valley'),
 (5, 'Palmer Road'),
 (5, 'Ophir Road'),
 (5, 'Olive Road'),
 (5, 'Old Upper Thomson Road'),
 (5, 'Oei Tiong Ham Park'),
 (5, 'Nanyang Crescent'),
 (5, 'Nallur Road'),
 (5, 'Mount Sinai Drive'),
 (5, 'Mist Walk'),
 (5, 'Ming Teck Park'),
 (5, 'Mimosa Road'),
 (5, 'Middle Road'),
 (5, 'Merchant Road'),
 (5, 'Masjid'),
 (5, 'Marina View'),
 (5, 'MacKenzie Road'),
 (5, 'Lorong 8 Toa Payoh'),
 (5, 'Lorong 6'),
 (5, 'Lor Stangee'),
 (5, 'Leng Kee Road'),
 (5, 'Legenda Bali'),
 (5, 'Lebuhraya Pasir Gudang'),
 (5, 'Labrador Villa Road'),
 (5, 'Kim Keat Road'),
 (5, 'Ke Teluk Senimba'),
 (5, 'Kampong Java Road'),
 (5, 'Jurong West Central 2'),
 (5, 'Jurong West Avenue 3'),
 (5, 'Jurong East Avenue 1'),
 (5, 'Joo Chiat Place'),
 (5, 'Jl.Patimura'),
 (5, 'Jl.Palapa'),
 (5, 'Jl.Imam Bonjol'),
 (5, 'Jl.Dapur 12'),
 (5, 'Jalan Trus'),
 (5, 'Jalan Sutera Pulai'),
 (5, 'Jalan Suria 1'),
 (5, 'Jalan Seelong'),
 (5, 'Jalan Pendidikan'),
 (5, 'Jalan Pemimpin'),
 (5, 'Jalan Molek 1/27'),
 (5, 'Jalan Merak'),
 (5, 'Jalan Mawar'),
 (5, 'Jalan Lembah 13'),
 (5, 'Jalan Kuning'),
 (5, 'Jalan Kota Masai 2'),
 (5, 'Jalan Keris'),
 (5, 'Jalan Kembangan'),
 (5, 'Jalan Kelichap'),
 (5, 'Jalan Kebudayaan'),
 (5, 'Jalan Jelatang 5'),
 (5, 'Jalan Jambu Batu'),
 (5, 'Jalan Insaf'),
 (5, 'Jalan Indah 19/5'),
 (5, 'Jalan Indah 15/2'),
 (5, 'Jalan Hang Lekir'),
 (5, 'Jalan Hang Kasturi'),
 (5, 'Jalan Gemilang Utama'),
 (5, 'Jalan Gangsa 1'),
 (5, 'Jalan Dermawan'),
 (5, 'Jalan Bukit Timbalan'),
 (5, 'Jalan Binchang'),
 (5, 'Jalan Berjaya'),
 (5, 'Jalan Bandar Penawar'),
 (5, 'Jalan Bahagia'),
 (5, 'Jalan Arif'),
 (5, 'Jalan Ara 8'),
 (5, 'Jalan Ara'),
 (5, 'Indah Puri Resort'),
 (5, 'Ibu Pejabat Polis Kontinjen Johor'),
 (5, 'Hoy Fatt Road'),
 (5, 'Hougang Avenue 6'),
 (5, 'Horizon Hills'),
 (5, 'Holland Avenue'),
 (5, 'Hill Street'),
 (5, 'Graha Pena'),
 (5, 'Goodlink Park'),
 (5, 'Goldhill Avenue'),
 (5, 'Fullerton Road'),
 (5, 'Foon Yew High School'),
 (5, 'Flat'),
 (5, 'Expo Drive'),
 (5, 'Exit Ramp #9'),
 (5, 'Evolution Garden Walk'),
 (5, 'Eng Kong Terrace'),
 (5, 'Eng Kong Place'),
 (5, 'Eastwood Green'),
 (5, 'Drop off'),
 (5, 'Dover Road'),
 (5, 'Cove Way'),
 (5, 'Cove Avenue Circus'),
 (5, 'Complex Kodim 0316 Batu Aji'),
 (5, 'Clementi North Interchange'),
 (5, 'Clementi Avenue 6 Exit'),
 (5, 'Choa Chu Kang Park Connector'),
 (5, 'Choa Chu Kang Avenue 1'),
 (5, 'Changi Village Coastal Walk'),
 (5, 'Changi North Crescent'),
 (5, 'Changi Business Park Avenue 1'),
 (5, 'Chancery Court'),
 (5, 'Car Park'),
 (5, 'Canberra Link'),
 (5, 'Camden Park'),
 (5, 'CIQ (Bus & Motorcar)'),
 (5, 'Busy Bees Learning Centre'),
 (5, 'Bundaran Mrb'),
 (5, 'Bulim Bus Depot'),
 (5, 'Bulim Avenue'),
 (5, 'Bukit Panjang Park Connector'),
 (5, 'Bukit Batok West Avenue 6'),
 (5, 'Bukit Batok Bus Interchange'),
 (5, 'Buangkok Link'),
 (5, 'Boundary Close'),
 (5, 'Blk 81'),
 (5, 'Blk 78'),
 (5, 'Blk 74'),
 (5, 'Blk 72'),
 (5, 'Blk 602'),
 (5, 'Blk 59'),
 (5, 'Blk 54'),
 (5, 'Blk 2A'),
 (5, 'Blk 166'),
 (5, 'Blk 164'),
 (5, 'Blk 157'),
 (5, 'Blk 138'),
 (5, 'Blk 135'),
 (5, 'Blk 134'),
 (5, 'Blk 129'),
 (5, 'Blk 128'),
 (5, 'Blk 125'),
 (5, 'Blk 122'),
 (5, 'Blk 114'),
 (5, 'Bedok Terrace'),
 (5, 'Bedok North road'),
 (5, 'Balmoral Road'),
 (5, 'Artillery Avenue'),
 (5, 'Ang Mo Kio Industrial Park 2'),
 (5, 'Anchorvale Street'),
 (5, 'Allanbrooke Road'),
 (5, 'Adam Drive'),
 (5, '9A'),
 (5, '97'),
 (5, '810'),
 (5, '81'),
 (5, '806'),
 (5, '725'),
 (5, '724'),
 (5, '723'),
 (5, '72'),
 (5, '708'),
 (5, '707'),
 (5, '704'),
 (5, '701'),
 (5, '68'),
 (5, '67'),
 (5, '651'),
 (5, '650'),
 (5, '647'),
 (5, '646'),
 (5, '642'),
 (5, '640'),
 (5, '64'),
 (5, '635'),
 (5, '630'),
 (5, '624'),
 (5, '622'),
 (5, '620'),
 (5, '613'),
 (5, '612'),
 (5, '611'),
 (5, '610'),
 (5, '609'),
 (5, '608'),
 (5, '607'),
 (5, '606'),
 (5, '605'),
 (5, '604'),
 (5, '603'),
 (5, '602'),
 (5, '552'),
 (5, '551'),
 (5, '549'),
 (5, '548'),
 (5, '545'),
 (5, '544'),
 (5, '538'),
 (5, '537'),
 (5, '526'),
 (5, '524'),
 (5, '520'),
 (5, '515'),
 (5, '514'),
 (5, '511'),
 (5, '509'),
 (5, '504'),
 (5, '502'),
 (5, '44'),
 (5, '427'),
 (5, '425'),
 (5, '423'),
 (5, '421'),
 (5, '420'),
 (5, '409'),
 (5, '360'),
 (5, '357'),
 (5, '356'),
 (5, '355'),
 (5, '354'),
 (5, '352'),
 (5, '351'),
 (5, '350'),
 (5, '349'),
 (5, '344'),
 (5, '341'),
 (5, '340'),
 (5, '338'),
 (5, '334'),
 (5, '333'),
 (5, '259'),
 (5, '180'),
 (5, '176'),
 (5, '175'),
 (5, '166'),
 (5, '161'),
 (5, '158'),
 (5, '157'),
 (5, '151'),
 (5, '149'),
 (4, 'jalan 8/2'),
 (4, 'handball courts'),
 (4, 'Yishun Central 1'),
 (4, 'Yishun Avenue 4'),
 (4, 'Yishun Avenue 3'),
 (4, 'Yishun Avenue 11'),
 (4, 'Woollerton Park'),
 (4, 'Woodleigh Underpass'),
 (4, 'Woodleigh Park'),
 (4, 'Woodland Centre Road'),
 (4, 'Whampoa Park Connector'),
 (4, 'West Coast Park Connector'),
 (4, 'Watsons'),
 (4, 'Waterfall Gardens'),
 (4, 'Upper Aljunied Road'),
 (4, 'Ulu Ayer Molek Interchange'),
 (4, 'U Turn'),
 (4, 'Tuas View Close'),
 (4, 'Tuas South Avenue 1'),
 (4, 'Tuas Bay Lane'),
 (4, 'Tiban Mc Dermoth'),
 (4, "The Girls' Brigade Singapore"),
 (4, 'Temasek Avenue'),
 (4, 'Telok Paku Road'),
 (4, 'Telok Kurau Road'),
 (4, 'Telok Blanglah Drive'),
 (4, 'Telok Blangah Drive'),
 (4, 'Teck Whye Lane'),
 (4, 'Tebrau Industrial Area II Interchange'),
 (4, 'Teban Gardens Road'),
 (4, 'Teban Gardens Crescent'),
 (4, 'Tanjung Puteri (Heavy Goods)'),
 (4, 'Tanah Merah Flyover'),
 (4, 'Tampines Street 45'),
 (4, 'Tampines Street 41'),
 (4, 'Tampines Street 11'),
 (4, 'Tampines Park Connector'),
 (4, 'Tampines North Drive 2'),
 (4, 'Tampines Concourse'),
 (4, 'Tampines Avenue 3'),
 (4, 'Taman Yasmin'),
 (4, 'T3 Departure Drive'),
 (4, 'T3 Basement Drive'),
 (4, 'Sungei Kadut Avenue'),
 (4, 'Sungai Johor'),
 (4, 'Sumang Link'),
 (4, 'Spingwood Avenue'),
 (4, 'Spectator Stand'),
 (4, 'Sommerville Estate Road'),
 (4, 'Singtel'),
 (4, 'Sin Ming Road'),
 (4, 'Sin Ming Drive'),
 (4, 'Sin MIng Centre'),
 (4, 'Sims Drive'),
 (4, 'Simon Lane'),
 (4, 'Simei Street 2'),
 (4, 'Siglap Park'),
 (4, 'Serangoon Central'),
 (4, 'Serangoon Avenue 2'),
 (4, 'Senoko Road'),
 (4, 'Senoko Loop'),
 (4, 'Senai-Senai Desaru Expressway Interchange'),
 (4, 'Sembawang Bus Interchange'),
 (4, 'Seletar Terrace'),
 (4, 'Seletar Hill Drive'),
 (4, 'Seletar Aerospace Way'),
 (4, 'Sekolah Menengah Agama Al-Quran Waddin'),
 (4, "Sekolah Agama Dato' Abdullah Esa"),
 (4, 'Segar Road'),
 (4, 'Seagull Walk'),
 (4, 'Science Park Drive'),
 (4, 'Sandy Island'),
 (4, 'SMRT Ang Mo Kio Depot'),
 (4, 'Rochor Canal Road'),
 (4, 'Robin Close'),
 (4, 'Riverside Road'),
 (4, 'Residence 3'),
 (4, 'Residence 2'),
 (4, 'Republic Boulevard'),
 (4, 'Regent Heights'),
 (4, 'Redhill Lane'),
 (4, 'Rangoon Road'),
 (4, 'Queen Street'),
 (4, 'Punggol Park Connector'),
 (4, 'Prince Edward Drive'),
 (4, 'Prince Charles Crescent'),
 (4, 'Pioneer Viaduct'),
 (4, 'Pioneer Circus'),
 (4, 'Pine Grove'),
 (4, 'Perumahan Bidadari'),
 (4, 'Persisiran Impian Emas'),
 (4, 'Persiaran Pelangi Indah'),
 (4, 'Persiaran Indahpura Utama'),
 (4, 'Pelita Indah Condominium'),
 (4, 'Pekuburan Muslim Sei.Panas'),
 (4, 'Pearl Island'),
 (4, 'Pci, Pt'),
 (4, 'Path'),
 (4, 'Pasir Ris Farmway 1'),
 (4, 'Pasir Ris Drive 4'),
 (4, 'Pasir Ris Drive 2'),
 (4, 'Pasir Ris Drive 10'),
 (4, 'Pandan Gardens'),
 (4, 'Pandan Circus'),
 (4, 'Panbil Power Plan'),
 (4, 'Palm Drive'),
 (4, 'Old Airport Road'),
 (4, 'North-South Expressway'),
 (4, 'Mutiara Indah B.Aji'),
 (4, 'Mustafa Centre'),
 (4, 'Mount Echo Park'),
 (4, 'Meng Suan Road'),
 (4, 'Mei Hwan Drive'),
 (4, 'Mega Mall'),
 (4, 'Mega Legenda'),
 (4, "McDonald's"),
 (4, 'Maryland Drive'),
 (4, 'Marsiling Road'),
 (4, 'Marsiling Lane'),
 (4, 'Marine Crescent'),
 (4, 'Marina Promenade'),
 (4, 'Marina Mall'),
 (4, 'Margaret Drive'),
 (4, 'Mandalay Road'),
 (4, 'Mandai Estate'),
 (4, u'Malaysia\u2013Singapore Second Link'),
 (4, 'MacRitchie Viaduct'),
 (4, 'MacRitchie Nature Trail'),
 (4, 'M'),
 (4, 'Lucky Heights'),
 (4, 'Loyang Rise'),
 (4, 'Loyang Flyover'),
 (4, 'Lowland Road'),
 (4, 'Lorong How Sun'),
 (4, 'Lorong Halus'),
 (4, 'Lorong Chencharu'),
 (4, 'Lornie Trail'),
 (4, 'Lingkungan Indah Utama'),
 (4, 'Lingkaran Nusaria'),
 (4, 'Lingkaran Ilmu'),
 (4, 'Lentor Loop'),
 (4, 'Lebuhraya Skudai'),
 (4, 'Lebuhraya Persisiran Pantai Jb-Nusajaya'),
 (4, 'Kovan Road'),
 (4, 'Kolej Perdana'),
 (4, 'Kim Tian Road'),
 (4, 'Kim Seng Road'),
 (4, 'Kim Seng Park'),
 (4, 'Kim Keat Flyover'),
 (4, 'Kellock Road'),
 (4, 'Kay Siang Road'),
 (4, 'Kav.Patam Lestari'),
 (4, 'Kampong Ampat'),
 (4, 'Kaki Bukit Avenue 4'),
 (4, 'Jurong West Street 93'),
 (4, 'Jurong East Street 21'),
 (4, 'Joon Koon Bus Interchange'),
 (4, 'Jl.Sriwijaya'),
 (4, 'Jl.Raden Patah'),
 (4, 'Jl.Kerapu'),
 (4, 'Jl.Hang Jebat'),
 (4, 'Jl.Baloi Taman Kota'),
 (4, 'Jalan Zamrud'),
 (4, 'Jalan Usaha'),
 (4, 'Jalan Undan'),
 (4, 'Jalan Tun Teja'),
 (4, 'Jalan Tombak'),
 (4, 'Jalan Todak'),
 (4, 'Jalan Tiong'),
 (4, 'Jalan Terkukur 1'),
 (4, 'Jalan Tenteram'),
 (4, 'Jalan Tengah'),
 (4, 'Jalan Tahana'),
 (4, 'Jalan Sutera 10'),
 (4, 'Jalan Suasa 1'),
 (4, 'Jalan Skudai'),
 (4, 'Jalan Silat Cekak'),
 (4, 'Jalan Serunai'),
 (4, 'Jalan Sentosa'),
 (4, 'Jalan Sena'),
 (4, 'Jalan Seaview'),
 (4, 'Jalan Sawah'),
 (4, 'Jalan Saga 9'),
 (4, 'Jalan Saga 3'),
 (4, 'Jalan Rajawali'),
 (4, 'Jalan Rahmat'),
 (4, 'Jalan Putra 2'),
 (4, 'Jalan Puteri'),
 (4, 'Jalan Perwira 7'),
 (4, 'Jalan Persiaran Kuini'),
 (4, 'Jalan Permas Selatan'),
 (4, 'Jalan Permas 7'),
 (4, 'Jalan Perdagangan'),
 (4, 'Jalan Perbadanan Interchange'),
 (4, 'Jalan Perak 1'),
 (4, 'Jalan Perak'),
 (4, 'Jalan Pantai'),
 (4, 'Jalan Padi Emas 1'),
 (4, 'Jalan Nipah'),
 (4, 'Jalan Nibong 16'),
 (4, 'Jalan Nibong'),
 (4, 'Jalan Mutiara'),
 (4, 'Jalan Murai'),
 (4, 'Jalan Mewah Utama'),
 (4, 'Jalan Merbau'),
 (4, 'Jalan Mata Ayer'),
 (4, 'Jalan Kenanga 1'),
 (4, 'Jalan Kempas 4'),
 (4, 'Jalan Kebun Teh'),
 (4, 'Jalan Jelita'),
 (4, 'Jalan Jelatan g16'),
 (4, 'Jalan Jaya'),
 (4, 'Jalan Jati 2'),
 (4, 'Jalan Hock Chye'),
 (4, 'Jalan Hikayat'),
 (4, 'Jalan Harmoni Utama'),
 (4, 'Jalan Gertak Merah'),
 (4, 'Jalan Gelang Patah'),
 (4, 'Jalan Gaya 24'),
 (4, 'Jalan Gangsa Interchange'),
 (4, 'Jalan Gaharu'),
 (4, 'Jalan Emas 1'),
 (4, 'Jalan Dewata'),
 (4, 'Jalan Datoh'),
 (4, 'Jalan Dahlia 8'),
 (4, 'Jalan Dahlia 5'),
 (4, 'Jalan Cendana 1'),
 (4, 'Jalan Cempedak'),
 (4, 'Jalan Camar 1'),
 (4, 'Jalan Cabang'),
 (4, 'Jalan Bunga Tanjung'),
 (4, 'Jalan Bunga Seroja'),
 (4, 'Jalan Bunga Raya Besar'),
 (4, 'Jalan Bunga Raya'),
 (4, 'Jalan Bunga Matahari'),
 (4, 'Jalan Bunga Cempaka'),
 (4, 'Jalan Bujur'),
 (4, 'Jalan Bingka'),
 (4, 'Jalan Beringin'),
 (4, 'Jalan Berembang'),
 (4, 'Jalan Bentara 20'),
 (4, 'Jalan Bayan'),
 (4, 'Jalan Ara 6'),
 (4, 'Jalan Ara 5'),
 (4, 'Jalan Ara 4'),
 (4, 'Jalan Ara 1'),
 (4, 'Jalan Anjung 3/4'),
 (4, 'Jalan Anggerik 54'),
 (4, 'Jalan Abdul Rahman Andak'),
 (4, 'Irrawaddy Road'),
 (4, 'Hume Avenue'),
 (4, 'Hua Guan Ave'),
 (4, 'How Sun Drive'),
 (4, 'Hougang Avenue 1'),
 (4, 'Greenridge Crescent'),
 (4, 'Green Land'),
 (4, 'Golf Link'),
 (4, 'Golden View'),
 (4, 'Geylang Park Connector'),
 (4, 'Gerald Drive'),
 (4, 'Gateway Drive'),
 (4, 'Gangsa Road'),
 (4, 'Gallop Park Road'),
 (4, 'Forest Walk'),
 (4, 'Faber Heights'),
 (4, 'Faber Drive'),
 (4, 'Exit Ramp #13'),
 (4, 'Everitt Road'),
 (4, 'Eunos Crescent'),
 (4, 'Eu Tong Sen Road'),
 (4, 'Eng Kong Garden'),
 (4, 'Elizabeth Towers'),
 (4, 'Dunearn Close'),
 (4, 'Draycott Drive'),
 (4, 'Downtown Line MRT'),
 (4, 'Dorset Road'),
 (4, 'Dempsey Road'),
 (4, 'Da Silva Lane'),
 (4, 'Coral Island'),
 (4, 'Collyer Quay'),
 (4, 'Coastal Trail'),
 (4, 'Cluny Road'),
 (4, 'Clementi Flyover'),
 (4, 'Chuan Hoe Avenue'),
 (4, 'Choa Chu Kang North 7'),
 (4, 'Choa Chu Kang Loop'),
 (4, 'Choa Chu Kang Avenue 4'),
 (4, 'Chatsworth Avenue'),
 (4, 'Charlton Road'),
 (4, 'Changi Business Park Cresent'),
 (4, 'Changi Business Park Central 1'),
 (4, 'Changi Business Park Bus Terminal'),
 (4, 'Cendana Residence'),
 (4, 'Cashew Terrace'),
 (4, 'Cashew Crescent'),
 (4, 'Carpark 4'),
 (4, 'Carpark 2'),
 (4, 'Carmichael Road'),
 (4, 'Caldecott Close'),
 (4, 'Cahaya Baru Interchange'),
 (4, 'Burgundy Crescent'),
 (4, 'Bukit Timah Second Diversion Canal'),
 (4, 'Bukit Timah 1st Diversion Canal'),
 (4, 'Bukit Merah Bus Interchange'),
 (4, 'Bukit Batok West Avenue 5'),
 (4, 'Bukit Batok Street 23'),
 (4, 'Bukit Batok East Avenue 5'),
 (4, 'Boon Lay Bus Interchange'),
 (4, 'Blk 90'),
 (4, 'Blk 83'),
 (4, 'Blk 77'),
 (4, 'Blk 76'),
 (4, 'Blk 75'),
 (4, 'Blk 73'),
 (4, 'Blk 71'),
 (4, 'Blk 66'),
 (4, 'Blk 65'),
 (4, 'Blk 64'),
 (4, 'Blk 61'),
 (4, 'Blk 603'),
 (4, 'Blk 461'),
 (4, 'Blk 448'),
 (4, 'Blk 447'),
 (4, 'Blk 446'),
 (4, 'Blk 445'),
 (4, 'Blk 429'),
 (4, 'Blk 428'),
 (4, 'Blk 427'),
 (4, 'Blk 426'),
 (4, 'Blk 424'),
 (4, 'Blk 423'),
 (4, 'Blk 422'),
 (4, 'Blk 421'),
 (4, 'Blk 420'),
 (4, 'Blk 419'),
 (4, 'Blk 418'),
 (4, 'Blk 417'),
 (4, 'Blk 416'),
 (4, 'Blk 415'),
 (4, 'Blk 414'),
 (4, 'Blk 413'),
 (4, 'Blk 412'),
 (4, 'Blk 411'),
 (4, 'Blk 410'),
 (4, 'Blk 409'),
 (4, 'Blk 408'),
 (4, 'Blk 407'),
 (4, 'Blk 406'),
 (4, 'Blk 405'),
 (4, 'Blk 205'),
 (4, 'Blk 203'),
 (4, 'Blk 201'),
 (4, 'Blk 184'),
 (4, 'Blk 182'),
 (4, 'Blk 181'),
 (4, 'Blk 172'),
 (4, 'Blk 171'),
 (4, 'Blk 163'),
 (4, 'Blk 162'),
 (4, 'Blk 160'),
 (4, 'Blk 159'),
 (4, 'Blk 156'),
 (4, 'Blk 155'),
 (4, 'Blk 154'),
 (4, 'Blk 152'),
 (4, 'Blk 151'),
 (4, 'Blk 150'),
 (4, 'Blk 146'),
 (4, 'Blk 145'),
 (4, 'Blk 143'),
